209,766
738,731
1083,323
991,60
52,24
3590,855
3761,530
3654,397
2356,781
3741,453
2294,969
2735,803
3173,169
3521,859
566,504
660,256
125,677
4096,945
2999,85
95,545
7103,667
1129,387
1987,676
2665,903
2836,61
2838,683
3576,882
3659,751
3852,736
58,596
1074,854
1356,329
1862,268
1787,363
2047,674
1915,6
2656,525
3152,675
117,350
663,212
907,307
1238,313
1424,334
1953,408
10352,475
307,592
841,282
1010,299
10114,890
1865,394
11054,681
10970,862
3071,238
3174,704
3190,597
53,643
1901,494
1731,161
1989,346
2203,663
3067,555
4717,900
4980,976
1275,110
4882,471
35,1
33,21
74,49
3252,664
3467,248
3438,247
3840,561
3818,450
3786,328
66,482
75,158
404,456
768,389
771,732
611,1
1571,603
195,431
54,749
328,98
177,13
247,42
2683,465
2891,365
3019,856
3944,640
4102,619
500,165
858,232
35,72
1681,68
1609,3
132,151
67,350
187,649
568,960
133,695
120,727
27,52
233,544
809,103
1289,769
1399,751
330,712
47,773
109,459
144,531
159,252
72,753
599,59
1541,707
881,794
766,289
1741,396
2501,329
2741,618
66,658
52,974
40,954
14,12
23,644
18,250
1200,162
1096,184
1371,831
1182,56
2190,566
169,84
22,356
25,757
26,760
440,997
548,807
504,110
93,772
48,15
219,120
1458,335
678,229
1303,459
291,182
6429,917
470,459
157,98
26,729
1654,452
35,713
52,501
192,869
18,45
29,944
957,728
1435,882
33,619
1128,119
149,20
29,115
37,111
35,869
342,623
43,494
667,506
931,835
925,672
1452,564
1519,719
98,200
21,739
39,708
14,614
18,578
1203,429
1327,671
525,150
93,497
16,288
51,785
23,7
83,880
419,114
84,55
906,616
791,568
1060,119
1645,468
628,116
1443,915
162,727
411,469
329,269
64,785
369,543
5573,980
100,753
16,289
17,17
93,369
724,986
2692,467
2836,509
173,256
31,172
169,977
16,319
113,411
73,72
107,319
143,935
554,897
907,54
79,97
2442,773
4948,907
3095,917
2730,177
59,243
147,249
207,662
93,958
377,100
394,126
3707,777
3961,418
5542,974
4590,976
5081,692
130,415
187,37
48,31
7570,922
1910,954
2614,647
2750,985
3267,107
3262,542
3257,588
68,760
355,888
15,784
57,338
1570,363
1506,976
221,634
569,166
11,419
583,588
55,298
156,434
244,694
30,59
67,48
389,458
649,897
48,435
1078,375
941,359
34,897
19,207
466,144
505,345
550,807
20,183
112,891
14,584
379,299
450,639
33,100
13,178
127,369
13,49
21,710
464,394
490,660
27,738
55,456
218,785
222,818
12,886
347,155
730,896
837,398
1451,223
1406,938
1681,604
1615,741
125,784
41,798
141,347
565,138
685,803
869,48
1114,762
1003,561
1402,921
1368,544
260,406
137,957
16,381
17,712
19,600
10,279
479,563
867,771
1290,657
516,437
35,582
20,421
18,738
247,892
221,174
475,592
286,673
56,65
223,80
226,464
1067,341
85,795
36,689
16,188
95,116
293,893
149,645
512,473
244,92
552,291
28,53
38175,707
30788,240
30813,893
32688,684
33095,511
36640,285
36639,632
36685,177
36679,281
66,300
18,384
14,78
34364,200
934,56
1443,570
57,295
11,278
380,187
85,246
249,927
12,410
659,499
743,701
755,530
1460,977
140,68
142,36
7834,856
40,477
40,79
28,439
2925,693
3186,393
3044,954
3122,492
3639,856
29,65
22,663
10796,449
10732,829
2658,359
2501,469
2826,68
2975,896
3248,403
1257,102
31,685
987,772
985,177
1002,787
1252,806
1378,336
1370,322
1808,603
1732,104
2141,893
764,529
346,840
27,645
138,678
1591,274
1659,471
1881,441
2390,690
1565,895
2569,862
317,621
292,935
269,428
518,362
444,885
442,344
534,220
761,347
1353,533
1999,994
22,21
144,299
427,499
434,729
612,296
635,494
873,908
1444,911
1654,694
27,94
9661,935
2252,295
2168,919
2962,865
2828,863
11147,845
11353,303
11468,629
11918,946
1663,615
1951,432
9129,903
9141,214
9577,769
2076,397
9755,377
2450,598
2416,379
41,10
29,294
9938,751
9892,647
1201,954
10087,960
1935,686
1886,556
8548,535
8832,906
1590,881
1950,934
1928,399
2941,885
12594,962
12887,896
13826,769
14049,659
13578,934
13945,881
13881,459
13907,681
14325,835
14638,878
55,823
34,408
6925,997
7071,480
7287,415
8287,374
8579,427
7435,601
8525,778
9225,412
3593,652
51,3
12274,643
1079,571
853,906
1391,703
1328,160
1872,490
2087,942
2059,508
25,61
815,262
8943,343
863,948
1045,515
1133,212
1142,854
2066,217
2121,486
2176,484
20,425
34,309
800,681
1204,905
1418,789
1685,849
1742,627
1866,171
824,837
17,38
22,109
10463,853
3255,543
3430,135
3419,704
3926,962
4190,811
61,56
155,75
30,74
11800,684
11869,542
1198,611
1119,383
1919,796
1492,876
61,160
33,319
71,145
9970,819
1979,690
1523,985
2657,887
2665,250
2739,825
36,504
30,67
1239,719
9654,832
1621,667
1770,519
1638,632
9569,350
9764,403
9647,351
1332,459
2322,433
3056,596
3339,423
3147,777
4212,655
2292,974
264,372
750,928
1136,950
827,664
2381,887
2403,506
11077,644
11247,461
2374,568
1700,683
2441,246
2930,223
2920,314
10325,618
10376,373
42,26
1167,45
11963,340
1346,987
1542,95
2453,426
2244,759
2485,469
2646,430
2473,150
37,440
21,209
1042,966
1067,814
1538,536
1565,851
914,932
2174,777
59,682
313,930
267,293
406,709
534,587
670,636
10234,856
10553,696
475,154
25,647
8596,788
53,658
15,328
503,66
970,269
223,765
60,262
8381,982
9046,901
12,705
217,214
9092,713
697,207
909,219
687,803
720,314
61,432
46,966
29,314
22,55
663,342
761,435
1049,990
1252,644
2002,584
2167,680
20,434
11,773
12,371
285,131
103,60
173,831
13,316
1197,942
952,623
1735,534
410,346
695,704
1140,893
1131,478
2753,976
2939,844
1775,944
10790,295
10783,341
1303,81
11141,504
1550,264
1440,240
2127,740
2461,629
2501,388
2569,177
29,111
48,313
97,375
268,157
139,332
548,449
486,339
819,12
115,801
411,445
46,89
256,530
155,130
16,224
29,747
2867,310
2872,905
3363,803
3488,601
3551,513
50,412
49,100
397,311
189,279
595,91
982,986
3385,961
4598,993
4602,569
3407,950
51,211
31,910
16,93
2065,608
2115,934
2780,672
3262,808
2914,687
23,183
17,47
10114,135
1033,339
10147,360
1033,750
1677,376
9948,993
10004,66
10455,535
22,667
182,522
342,106
1268,726
400,96
301,523
510,437
1216,822
500,404
12,865
8853,950
16,459
77,2
17,130
39,5
36,885
141,488
45,69
103,454
12,456
63,468
14,686
125,978
345,697
452,349
103,422
28,888
12,871
491,591
84,48
63,966
13,678
13,26
19,795
575,741
233,77
20,580
577,897
27,431
9222,720
1009,269
906,493
83,266
950,387
1586,220
29,119
2243,873
21,309
268,861
763,910
20,239
1354,690
19,173
18946,905
10649,981
10945,674
11372,664
40,247
21,137
29,466
20,68
13,214
9,239
253,736
240,539
6699,907
6987,982
27,894
81,114
165,890
153,90
23,86
23,113
4512,988
4764,987
5271,528
5332,744
38,255
149,430
27,425
2749,144
3098,956
2962,160
2964,513
3507,960
3583,792
118,273
235,908
10528,848
11,613
555,455
10,513
532,322
626,536
1289,854
379,37
19,567
134,72
17,593
103,717
332,718
328,593
956,614
980,886
1520,527
1617,429
42,20
35,157
37,13
81,271
11,107
389,359
483,870
1662,996
122,345
19,191
25,930
70,390
37,560
253,755
15,246
735,431
647,805
972,698
32,450
215,135
42,276
10,98
51,635
37,572
40,957
56,767
1151,72
549,657
580,316
593,679
21,582
121,700
41,929
86,187
148,152
114,166
139,484
475,177
207,500
728,909
18,71
28,963
14,189
337,472
760,573
684,685
364,292
386,566
59,338
415,214
147,571
294,765
36,989
384,4
409,277
665,464
576,605
359,860
33,92
48,325
29,498
17,80
10,423
459,187
79,291
710,795
1162,857
1374,877
454,595
149,823
93,235
248,81
9,438
499,429
450,221
49,238
517,797
217,51
1267,758
1206,597
64,146
15,985
22,41
20,724
9,502
548,772
73,338
70,160
225,618
45,783
105,118
88,585
451,884
935,633
1107,477
1291,257
989,811
148,484
22,256
194,673
11,125
113,694
44,146
250,869
1187,727
1383,752
1978,370
27,91
26,399
25,44
42,754
14,346
413,50
125,471
37,821
417,395
397,748
1027,977
1223,742
18,556
24,262
15,531
13,137
397,558
630,926
837,421
29,66
150,662
23,691
8539,773
671,273
832,614
892,572
1060,245
23,75
16,253
28,933
9,781
24,10
1216,884
7973,894
1398,836
1819,776
1738,652
1770,270
10414,312
10342,642
1363,407
1635,651
1685,298
2208,826
2175,286
2649,731
10290,473
66,246
103,21
11077,430
1321,280
2631,772
2705,89
2767,138
1682,553
1746,661
10,197
57,654
45,794
1261,722
1154,639
1200,631
1239,331
1944,553
1924,891
2063,607
130,643
158,529
2269,621
2316,791
2421,712
2132,601
2754,186
2269,741
2656,419
2709,99
49,554
132,291
138,82
120,233
3111,400
3105,827
3078,438
3881,930
4130,670
3962,667
26,973
62,374
3251,380
3317,166
3482,601
3549,561
3871,512
4120,460
4196,14
3726,668
54,213
176,36
14,385
26,410
302,955
193,273
16,595
198,17
5149,750
4603,838
30,969
49,530
155,107
75,503
67,381
118,41
159,565
79,743
95,118
6001,598
71,121
198,610
201,91
90,742
10,159
520,689
1275,532
8432,917
8438,684
7126,959
27,958
172,377
14,210
12,410
317,842
37,280
5862,972
5563,412
5867,515
5701,957
10,374
29,740
34,428
3660,520
3671,164
3548,218
3656,429
3675,709
4013,734
4295,570
17,518
13,48
218,126
673,889
582,137
1258,612
1666,700
1734,729
1781,991
14,262
25,902
1565,68
1627,11
2222,752
1926,743
1572,670
1952,313
115,457
94,272
21,119
115,551
110,389
201,829
242,66
604,875
467,703
860,645
349,870
894,341
29,574
14,232
55,483
194,56
13,115
43,289
316,131
367,704
468,745
911,470
1024,464
45,388
19,756
16,72
97,659
810,435
63,18
860,447
1735,849
2101,809
